id_operacion;fecha_operacion;codigo;Marca;Modelo;Anio de lanzamiento;Anio de discontinuado;Tipo de combustible;Transmision;Plazas;Tipo de carroceria;Gama;Precio_Base_0km;Anio_fabricacion;km;precio_actual;codigo2;color
23c1e352-00003;23/8/2020;96;Skoda;Octavia;2019;En produccion;Diesel;Manual;5;Familiar;Media;25000;2019;92700;8202;6;Azul
826e247b-08667;28/3/2024;96;Skoda;Octavia;2019;En produccion;Diesel;Manual;5;Familiar;Media;25000;2024;12300;16154;1;Blanco
d2633e54-04479;28/10/2023;96;Skoda;Octavia;2019;En produccion;Diesel;Manual;5;Familiar;Media;25000;2021;65300;9527;8;Beige
b5ba689d-09996;24/8/2023;96;Skoda;Octavia;2019;En produccion;Diesel;Manual;5;Familiar;Media;25000;2020;71000;8004;4;Plata
180b2bc1-05423;19/1/2022;96;Skoda;Octavia;2019;En produccion;Diesel;Manual;5;Familiar;Media;25000;2020;84000;7918;5;Rojo
75b06b9e-04099;26/12/2023;96;Skoda;Octavia;2019;En produccion;Diesel;Manual;5;Familiar;Media;25000;2022;45900;12229;4;Plata
47dee2fc-01403;26/6/2024;96;Skoda;Octavia;2019;En produccion;Diesel;Manual;5;Familiar;Media;25000;2020;77100;6446;7;Verde
35ed6140-00110;9/8/2024;96;Skoda;Octavia;2019;En produccion;Diesel;Manual;5;Familiar;Media;25000;2024;16100;15827;6;Azul
79f960e0-03944;21/2/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;91200;4349;6;Azul
c364cda4-02157;29/12/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;44800;9384;2;Negro
a07537e4-04035;22/12/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;48900;9091;1;Blanco
b058066a-06749;23/6/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;26800;12389;5;Rojo
eb336338-01854;24/6/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;29600;12188;1;Blanco
78b1aae1-02774;1/1/2021;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;92800;5951;8;Beige
e949bfa5-07972;8/9/2022;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;100400;4549;6;Azul
0bad0647-02222;22/12/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;66300;7847;6;Azul
081bd9cf-03403;23/4/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;62900;7231;1;Blanco
9949cd13-08014;15/12/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;41400;10486;5;Rojo
303f2998-09299;4/5/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;26900;11523;1;Blanco
78635276-08616;24/1/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;56400;8555;4;Plata
a5c06b79-07536;25/4/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;31100;11223;2;Negro
131338bb-03413;17/3/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;50200;8998;1;Blanco
904eb5a8-07946;12/3/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;16800;13104;2;Negro
a46e46be-10452;13/5/2022;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;85800;5593;6;Azul
8d063547-04402;13/5/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;37900;9878;6;Azul
7bec9def-04621;8/1/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;12500;13411;7;Verde
827ca92b-06847;27/11/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;66600;6967;8;Beige
066c3d17-09612;22/12/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;94400;3262;6;Azul
917ca1d0-07839;22/7/2021;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;82800;6666;5;Rojo
d39f4f7d-02684;24/2/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;52000;8869;4;Plata
669b21b4-03210;25/12/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;15600;13190;4;Plata
4407eedd-05077;24/2/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;15400;13204;3;Gris
72f22dc7-08991;1/12/2021;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;59200;10071;7;Verde
3bfe8713-04600;19/3/2022;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;64300;8848;5;Rojo
455aa888-09893;14/9/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;89800;4449;7;Verde
d8ae5b4c-04411;13/11/2022;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;101600;4463;3;Gris
13a92b63-03549;5/3/2021;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;52000;10586;6;Azul
4f02dab5-08282;21/3/2021;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;85300;6488;6;Azul
20594c13-08295;26/10/2022;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;54900;9520;2;Negro
91cc698b-08965;10/8/2022;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;92700;5100;4;Plata
1fef6164-09466;1/8/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;39000;10658;3;Gris
8b64e1ec-08860;26/8/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;52300;7990;3;Gris
51e2870f-06399;6/12/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;54800;8669;5;Rojo
62430bf4-02859;2/5/2022;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;52600;9685;1;Blanco
d13bcb67-04129;29/6/2021;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;98700;5529;2;Negro
ab47d7ca-08842;17/11/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;92900;3369;2;Negro
3baae7fd-04862;23/12/2021;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;72900;8233;5;Rojo
9d9ff6b0-03194;23/10/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;51900;8877;6;Azul
fb1d3214-01300;15/7/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;32200;12002;3;Gris
29a2aead-06296;7/2/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;29600;11330;3;Gris
6fb30421-07609;17/9/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;14800;13247;1;Blanco
fceaa576-09344;23/8/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;25800;11602;5;Rojo
6742384b-03317;12/5/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;80800;4234;4;Plata
a75ca67c-05583;29/5/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;13000;13376;1;Blanco
a2755879-09451;7/8/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;13300;13354;6;Azul
b0866bf3-02692;18/11/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;17000;13090;8;Beige
7c6fc973-05177;1/11/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;13400;13347;4;Plata
6faf112d-02973;17/7/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;33500;11051;5;Rojo
535292dd-06538;6/1/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;62800;8097;8;Beige
ecd57e06-00495;7/6/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;91500;4327;6;Azul
ec57ace8-01232;23/6/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;27100;12367;6;Azul
cc6ee086-07982;6/8/2022;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;37500;11623;6;Azul
7416df43-05113;6/4/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;25800;11602;1;Blanco
a5320c05-06717;23/6/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;55600;7754;8;Beige
7e95d6f0-06108;5/1/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;25900;11595;3;Gris
672a38db-07993;14/9/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;30900;12095;7;Verde
75f816b1-00320;17/5/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;46800;10100;3;Gris
4cb3c2ab-03092;29/9/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;25800;12460;5;Rojo
b54b99ae-06378;13/7/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;77600;5322;1;Blanco
b5181467-06234;10/7/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;12700;13397;3;Gris
3bcf782f-03275;10/7/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;15300;13211;3;Gris
8154e0be-07335;3/11/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;47800;9170;1;Blanco
418351d5-09237;19/11/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;28200;11430;1;Blanco
63ffe920-00772;3/1/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;43500;9477;2;Negro
279f9927-07664;21/3/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;49700;9892;5;Rojo
063c37b8-01261;2/9/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;51100;8934;2;Negro
698259ca-01825;27/10/2021;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;85000;6509;8;Beige
d6d23fe8-06440;14/6/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;63000;7224;1;Blanco
a8a8cba8-08605;9/10/2022;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;64700;8819;2;Negro
edd977c2-05763;24/6/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;28600;11401;1;Blanco
a69adbf1-00006;1/4/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;79100;5214;8;Beige
34354844-03816;25/7/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;92600;4249;1;Blanco
69cf2c72-08613;20/8/2020;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;81700;8462;8;Beige
e532aa9a-05621;23/7/2020;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;68600;9399;1;Blanco
c8b8f4e0-01800;23/11/2020;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;96000;6581;1;Blanco
8191f64c-09971;26/12/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;59700;8319;6;Azul
f7e8a1ee-02535;15/9/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;16600;13118;2;Negro
59dcbf68-08297;28/10/2020;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;81900;8447;8;Beige
1cdf0e14-01787;19/8/2020;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;90900;6945;7;Verde
6c5d52c1-04783;31/3/2024;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;12600;13404;2;Negro
5f754c7e-09561;28/7/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;45500;10193;8;Beige
a7360ede-00491;19/9/2022;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;61600;9041;3;Gris
01831268-03690;8/4/2022;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;61300;8204;6;Azul
37a2b65a-06581;27/2/2023;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;39500;10622;1;Blanco
522ab883-10195;12/1/2021;97;Skoda;Scala;2019;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;54900;10379;5;Rojo
9963ee27-07186;27/1/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;14100;10879;4;Plata
c54d816c-00899;18/10/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;85600;2481;4;Plata
b8fb2d17-04826;1/1/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;87600;3769;3;Gris
e71c47ba-07114;23/8/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;48600;7456;7;Verde
00a12f66-04486;18/1/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;74900;5214;8;Beige
04e35d4d-02032;16/8/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;28700;10025;8;Beige
9fb347ce-04636;19/1/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;86600;2423;6;Azul
c48e98ea-08918;27/12/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;76300;5132;6;Azul
25b71980-05248;26/7/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;53300;7181;8;Beige
5a5f15f4-02354;7/5/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;33900;9721;3;Gris
afd5ae5c-06425;29/8/2021;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;59200;8240;7;Verde
89204584-03126;4/10/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;27900;10072;5;Rojo
708a9e72-08595;24/5/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;27700;9381;5;Rojo
c3dbdf3c-06589;10/9/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;104900;1352;7;Verde
ec6dab78-05775;16/4/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;59000;6847;2;Negro
dc347d88-01103;8/10/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;76200;5138;4;Plata
8b588cf8-08597;20/9/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;70100;4793;5;Rojo
8660fc48-03203;26/5/2021;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;103900;3517;7;Verde
64209be7-00372;26/3/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;72000;4682;7;Verde
78ec80bc-06740;17/7/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;39700;9381;2;Negro
b06173c0-09186;11/8/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;15100;10821;8;Beige
ae1e7022-03411;30/10/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;12900;10950;3;Gris
00ecb462-09070;12/9/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;29700;9966;7;Verde
cee2434f-08062;6/5/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;112100;2335;7;Verde
12fd4299-06929;10/2/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;15000;10827;2;Negro
711c7339-04044;19/11/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;50600;8041;7;Verde
fdeb2dde-01569;6/10/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;37300;9522;4;Plata
536a5f95-04834;2/5/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;97500;3892;6;Azul
dae78ab4-02571;3/10/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;111500;2370;5;Rojo
da92ce35-00509;1/1/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;15400;10803;6;Azul
fef38a2d-05268;17/3/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;95300;1914;8;Beige
2e989da4-00577;3/12/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;15000;10827;2;Negro
d95bd50d-03206;17/6/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;56800;6274;4;Plata
272975e1-07518;20/3/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;90700;2885;8;Beige
1cfbf9f9-08076;3/9/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;28900;10013;3;Gris
77c01ff8-04666;7/3/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;64400;5829;6;Azul
8f384f81-10048;8/2/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;32600;9094;6;Azul
7bdc7791-06031;5/2/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;40400;7936;7;Verde
cd5d485a-07068;4/1/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;66400;7116;6;Azul
97d7df4b-01756;3/6/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;25200;10230;1;Blanco
9c4a018d-02038;23/6/2021;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;74200;6660;8;Beige
ace80c7a-03898;4/5/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;27100;9416;7;Verde
34b09179-01014;26/10/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;25200;9527;6;Azul
6cd2df9d-06850;29/7/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;56800;6976;8;Beige
ac0a5434-01490;1/3/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;108000;2575;2;Negro
3c13a89b-05228;3/9/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;16500;10739;5;Rojo
0bd0cc54-01239;30/8/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;112400;1170;6;Azul
0be1d3ed-01530;23/4/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;44900;8375;7;Verde
1eb50f1a-03630;2/4/2021;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;71600;6812;2;Negro
8d441460-03846;13/1/2021;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;96000;4682;3;Gris
f4532d7d-08814;18/6/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;47300;8234;1;Blanco
6329fb6a-08231;29/12/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;78100;3623;5;Rojo
4079daa7-01499;27/11/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;31400;9867;3;Gris
46bb5b59-10081;6/12/2021;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;51500;8691;5;Rojo
7a7e35f8-01075;1/2/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;32000;9832;2;Negro
7d2751b7-10502;1/12/2021;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;100500;3716;5;Rojo
d18b1881-09954;24/2/2021;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;61100;8129;4;Plata
3035c6ea-01927;6/7/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;50600;7339;6;Azul
5cac319f-10009;17/2/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;15600;10792;5;Rojo
c5f8acfd-03224;1/7/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;43400;7760;2;Negro
6ce9b7e3-00657;26/8/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;76100;5144;1;Blanco
c73e4c36-09929;16/7/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;95500;3307;3;Gris
6009016b-03173;22/8/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;101400;2259;4;Plata
d000cd4d-03462;1/8/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;49200;6718;5;Rojo
9b6667ad-03047;9/5/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;48500;7462;5;Rojo
e06ecfd6-05381;1/4/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;41100;8597;2;Negro
0111cb8b-09019;14/7/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;88700;2300;2;Negro
1553fbb6-05358;15/9/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;54400;6414;7;Verde
99cc56fc-04932;4/10/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;48600;7456;1;Blanco
2abcd272-04253;1/5/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;13600;10909;8;Beige
20e63c95-10209;14/1/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;80300;5601;3;Gris
44b20a4b-00854;16/10/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;109600;1170;7;Verde
b93e4618-05091;24/7/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;46200;7596;3;Gris
3e91f2ec-06711;15/4/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;39900;7965;3;Gris
874c5ab9-00319;9/9/2021;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;72600;6753;8;Beige
7b941e3e-09684;11/10/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;30100;9241;5;Rojo
df585b04-07862;10/7/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;49100;8129;3;Gris
08624b8e-08998;5/8/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;78500;4301;3;Gris
c38d6dd4-07579;11/11/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;48300;8176;3;Gris
c44e2e1a-01909;23/7/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;49100;8129;4;Plata
e3f744ad-01562;25/7/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;16000;10768;2;Negro
a0885b38-00392;27/4/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;48800;7444;6;Azul
18858577-02913;27/8/2021;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;82000;5501;3;Gris
fd1f9f77-09444;3/5/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;117200;2037;6;Azul
487beb48-03322;26/1/2022;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;62500;6642;6;Azul
35f704ed-05841;29/9/2023;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;103500;2136;5;Rojo
e6e85bfc-04403;21/12/2024;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;14900;10833;7;Verde
adba8a2c-07558;30/12/2020;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;92600;4881;2;Negro
ca21d8d5-06120;2/11/2020;98;Skoda;Fabia;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;74400;6648;5;Rojo
